2025-08-25 19:29:38 | INFO     | llm_api.py:list_models:36 | Received list_models request
2025-09-10 15:40:17 | INFO     | mcp_client.py:comfyui_agent_invoke:138 | === MCP Agent Run starting ===
2025-09-10 15:40:17 | INFO     | mcp_client.py:process_stream_events:178 | Handoff to: ComfyUI-Copilot
2025-09-10 15:40:20 | INFO     | mcp_client.py:comfyui_agent_invoke:347 | Total tool results: 0
2025-09-10 15:40:20 | INFO     | mcp_client.py:comfyui_agent_invoke:357 | === End Tool Results Summary ===

2025-09-10 15:40:20 | INFO     | conversation_api.py:invoke_chat:191 | -- Received ext data: None, finished: True
2025-09-10 15:40:20 | INFO     | conversation_api.py:invoke_chat:216 | -- Sending final response: 0 chars, ext: False, finished: True
2025-09-10 15:40:56 | INFO     | conversation_api.py:save_workflow_checkpoint:252 | Received save-workflow-checkpoint request
2025-09-10 15:40:56 | INFO     | conversation_api.py:save_workflow_checkpoint:291 | Workflow checkpoint saved with version ID: 18
2025-09-10 15:40:56 | INFO     | conversation_api.py:invoke_chat:104 | Received invoke_chat request
2025-09-10 15:40:56 | INFO     | auth_utils.py:extract_and_store_api_key:27 | ComfyUI Copilot API key extracted and stored: null...
2025-09-10 15:40:56 | INFO     | conversation_api.py:invoke_chat:110 | Request JSON:
2025-09-10 15:40:56 | INFO     | conversation_api.py:invoke_chat:153 | -- Received 25 historical messages
2025-09-10 15:40:56 | INFO     | conversation_api.py:invoke_chat:157 | Using workflow checkpoint ID: 18 for session 3f2be485-46c7-498a-a012-78e75a7b7e2e
2025-09-10 15:40:56 | INFO     | conversation_api.py:invoke_chat:176 | config: {'session_id': '3f2be485-46c7-498a-a012-78e75a7b7e2e', 'workflow_checkpoint_id': 18, 'openai_api_key': '', 'openai_base_url': None, 'model_select': 'gpt-4.1'}
2025-09-10 15:40:56 | INFO     | mcp_client.py:comfyui_agent_invoke:131 | -- Processing 25 messages
2025-09-10 15:40:56 | INFO     | mcp_client.py:comfyui_agent_invoke:138 | === MCP Agent Run starting ===
2025-09-10 15:40:56 | INFO     | mcp_client.py:process_stream_events:178 | Handoff to: ComfyUI-Copilot
2025-09-10 15:40:57 | INFO     | mcp_client.py:comfyui_agent_invoke:347 | Total tool results: 0
2025-09-10 15:40:57 | INFO     | mcp_client.py:comfyui_agent_invoke:357 | === End Tool Results Summary ===

2025-09-10 15:40:57 | INFO     | conversation_api.py:invoke_chat:191 | -- Received ext data: None, finished: True
2025-09-10 15:40:57 | INFO     | conversation_api.py:invoke_chat:216 | -- Sending final response: 0 chars, ext: False, finished: True
2025-09-10 15:42:03 | INFO     | conversation_api.py:save_workflow_checkpoint:252 | Received save-workflow-checkpoint request
2025-09-10 15:42:03 | INFO     | conversation_api.py:save_workflow_checkpoint:291 | Workflow checkpoint saved with version ID: 19
2025-09-10 15:42:03 | INFO     | conversation_api.py:invoke_chat:104 | Received invoke_chat request
2025-09-10 15:42:03 | INFO     | auth_utils.py:extract_and_store_api_key:27 | ComfyUI Copilot API key extracted and stored: null...
2025-09-10 15:42:03 | INFO     | conversation_api.py:invoke_chat:110 | Request JSON:
2025-09-10 15:42:03 | INFO     | conversation_api.py:invoke_chat:153 | -- Received 27 historical messages
2025-09-10 15:42:03 | INFO     | conversation_api.py:invoke_chat:157 | Using workflow checkpoint ID: 19 for session 3f2be485-46c7-498a-a012-78e75a7b7e2e
2025-09-10 15:42:03 | INFO     | conversation_api.py:invoke_chat:176 | config: {'session_id': '3f2be485-46c7-498a-a012-78e75a7b7e2e', 'workflow_checkpoint_id': 19, 'openai_api_key': '', 'openai_base_url': None, 'model_select': 'gpt-4.1'}
2025-09-10 15:42:07 | INFO     | mcp_client.py:comfyui_agent_invoke:131 | -- Processing 27 messages
2025-09-10 15:42:07 | INFO     | mcp_client.py:comfyui_agent_invoke:138 | === MCP Agent Run starting ===
2025-09-10 15:42:07 | INFO     | mcp_client.py:process_stream_events:178 | Handoff to: ComfyUI-Copilot
2025-09-10 15:42:09 | INFO     | mcp_client.py:comfyui_agent_invoke:347 | Total tool results: 0
2025-09-10 15:42:09 | INFO     | mcp_client.py:comfyui_agent_invoke:357 | === End Tool Results Summary ===

2025-09-10 15:42:09 | INFO     | conversation_api.py:invoke_chat:191 | -- Received ext data: None, finished: True
2025-09-10 15:42:09 | INFO     | conversation_api.py:invoke_chat:216 | -- Sending final response: 0 chars, ext: False, finished: True
2025-09-10 15:45:39 | INFO     | llm_api.py:list_models:36 | Received list_models request
2025-09-10 15:46:26 | INFO     | conversation_api.py:save_workflow_checkpoint:252 | Received save-workflow-checkpoint request
2025-09-10 15:46:27 | INFO     | conversation_api.py:save_workflow_checkpoint:291 | Workflow checkpoint saved with version ID: 20
2025-09-10 15:46:27 | INFO     | conversation_api.py:invoke_chat:104 | Received invoke_chat request
2025-09-10 15:46:27 | INFO     | auth_utils.py:extract_and_store_api_key:27 | ComfyUI Copilot API key extracted and stored: null...
2025-09-10 15:46:27 | INFO     | conversation_api.py:invoke_chat:110 | Request JSON:
2025-09-10 15:46:27 | INFO     | conversation_api.py:invoke_chat:153 | -- Received 29 historical messages
2025-09-10 15:46:27 | INFO     | conversation_api.py:invoke_chat:157 | Using workflow checkpoint ID: 20 for session 3f2be485-46c7-498a-a012-78e75a7b7e2e
2025-09-10 15:46:27 | INFO     | conversation_api.py:invoke_chat:176 | config: {'session_id': '3f2be485-46c7-498a-a012-78e75a7b7e2e', 'workflow_checkpoint_id': 20, 'openai_api_key': '', 'openai_base_url': None, 'model_select': 'gemini-2.5-flash'}
2025-09-10 15:46:28 | INFO     | mcp_client.py:comfyui_agent_invoke:131 | -- Processing 29 messages
2025-09-10 15:46:28 | INFO     | mcp_client.py:comfyui_agent_invoke:138 | === MCP Agent Run starting ===
2025-09-10 15:46:28 | INFO     | mcp_client.py:process_stream_events:178 | Handoff to: ComfyUI-Copilot
2025-09-10 15:46:28 | INFO     | mcp_client.py:comfyui_agent_invoke:347 | Total tool results: 0
2025-09-10 15:46:28 | INFO     | mcp_client.py:comfyui_agent_invoke:357 | === End Tool Results Summary ===

2025-09-10 15:46:28 | INFO     | conversation_api.py:invoke_chat:191 | -- Received ext data: None, finished: True
2025-09-10 15:46:28 | INFO     | conversation_api.py:invoke_chat:216 | -- Sending final response: 0 chars, ext: False, finished: True
2025-09-10 15:46:32 | INFO     | conversation_api.py:save_workflow_checkpoint:252 | Received save-workflow-checkpoint request
2025-09-10 15:46:32 | INFO     | conversation_api.py:save_workflow_checkpoint:291 | Workflow checkpoint saved with version ID: 21
2025-09-10 15:46:32 | INFO     | conversation_api.py:invoke_chat:104 | Received invoke_chat request
2025-09-10 15:46:32 | INFO     | auth_utils.py:extract_and_store_api_key:27 | ComfyUI Copilot API key extracted and stored: null...
2025-09-10 15:46:32 | INFO     | conversation_api.py:invoke_chat:110 | Request JSON:
2025-09-10 15:46:32 | INFO     | conversation_api.py:invoke_chat:153 | -- Received 31 historical messages
2025-09-10 15:46:32 | INFO     | conversation_api.py:invoke_chat:157 | Using workflow checkpoint ID: 21 for session 3f2be485-46c7-498a-a012-78e75a7b7e2e
2025-09-10 15:46:32 | INFO     | conversation_api.py:invoke_chat:176 | config: {'session_id': '3f2be485-46c7-498a-a012-78e75a7b7e2e', 'workflow_checkpoint_id': 21, 'openai_api_key': '', 'openai_base_url': None, 'model_select': 'gemini-2.5-flash'}
2025-09-10 15:46:33 | INFO     | mcp_client.py:comfyui_agent_invoke:131 | -- Processing 31 messages
2025-09-10 15:46:33 | INFO     | mcp_client.py:comfyui_agent_invoke:138 | === MCP Agent Run starting ===
2025-09-10 15:46:33 | INFO     | mcp_client.py:process_stream_events:178 | Handoff to: ComfyUI-Copilot
2025-09-10 15:46:34 | INFO     | mcp_client.py:comfyui_agent_invoke:347 | Total tool results: 0
2025-09-10 15:46:34 | INFO     | mcp_client.py:comfyui_agent_invoke:357 | === End Tool Results Summary ===

2025-09-10 15:46:34 | INFO     | conversation_api.py:invoke_chat:191 | -- Received ext data: None, finished: True
2025-09-10 15:46:34 | INFO     | conversation_api.py:invoke_chat:216 | -- Sending final response: 0 chars, ext: False, finished: True
2025-09-10 15:47:19 | INFO     | conversation_api.py:save_workflow_checkpoint:252 | Received save-workflow-checkpoint request
2025-09-10 15:47:20 | INFO     | conversation_api.py:save_workflow_checkpoint:291 | Workflow checkpoint saved with version ID: 22
2025-09-10 15:47:21 | INFO     | conversation_api.py:invoke_chat:104 | Received invoke_chat request
2025-09-10 15:47:21 | INFO     | auth_utils.py:extract_and_store_api_key:27 | ComfyUI Copilot API key extracted and stored: null...
2025-09-10 15:47:21 | INFO     | conversation_api.py:invoke_chat:110 | Request JSON:
2025-09-10 15:47:21 | INFO     | conversation_api.py:invoke_chat:153 | -- Received 33 historical messages
2025-09-10 15:47:21 | INFO     | conversation_api.py:invoke_chat:157 | Using workflow checkpoint ID: 22 for session 3f2be485-46c7-498a-a012-78e75a7b7e2e
2025-09-10 15:47:21 | INFO     | conversation_api.py:invoke_chat:176 | config: {'session_id': '3f2be485-46c7-498a-a012-78e75a7b7e2e', 'workflow_checkpoint_id': 22, 'openai_api_key': '', 'openai_base_url': None, 'model_select': 'gemini-2.5-flash'}
2025-09-10 15:47:23 | INFO     | mcp_client.py:comfyui_agent_invoke:131 | -- Processing 33 messages
2025-09-10 15:47:23 | INFO     | mcp_client.py:comfyui_agent_invoke:138 | === MCP Agent Run starting ===
2025-09-10 15:47:23 | INFO     | mcp_client.py:process_stream_events:178 | Handoff to: ComfyUI-Copilot
2025-09-10 15:47:24 | INFO     | mcp_client.py:comfyui_agent_invoke:347 | Total tool results: 0
2025-09-10 15:47:24 | INFO     | mcp_client.py:comfyui_agent_invoke:357 | === End Tool Results Summary ===

2025-09-10 15:47:24 | INFO     | conversation_api.py:invoke_chat:191 | -- Received ext data: None, finished: True
2025-09-10 15:47:24 | INFO     | conversation_api.py:invoke_chat:216 | -- Sending final response: 0 chars, ext: False, finished: True
2025-09-10 15:47:26 | INFO     | conversation_api.py:save_workflow_checkpoint:252 | Received save-workflow-checkpoint request
2025-09-10 15:47:27 | INFO     | conversation_api.py:save_workflow_checkpoint:291 | Workflow checkpoint saved with version ID: 23
2025-09-10 15:47:27 | INFO     | conversation_api.py:invoke_chat:104 | Received invoke_chat request
2025-09-10 15:47:27 | INFO     | auth_utils.py:extract_and_store_api_key:27 | ComfyUI Copilot API key extracted and stored: null...
2025-09-10 15:47:27 | INFO     | conversation_api.py:invoke_chat:110 | Request JSON:
2025-09-10 15:47:27 | INFO     | conversation_api.py:invoke_chat:153 | -- Received 35 historical messages
2025-09-10 15:47:27 | INFO     | conversation_api.py:invoke_chat:157 | Using workflow checkpoint ID: 23 for session 3f2be485-46c7-498a-a012-78e75a7b7e2e
2025-09-10 15:47:27 | INFO     | conversation_api.py:invoke_chat:176 | config: {'session_id': '3f2be485-46c7-498a-a012-78e75a7b7e2e', 'workflow_checkpoint_id': 23, 'openai_api_key': '', 'openai_base_url': None, 'model_select': 'gemini-2.5-flash'}
2025-09-10 15:47:28 | INFO     | mcp_client.py:comfyui_agent_invoke:131 | -- Processing 35 messages
2025-09-10 15:47:28 | INFO     | mcp_client.py:comfyui_agent_invoke:138 | === MCP Agent Run starting ===
2025-09-10 15:47:28 | INFO     | mcp_client.py:process_stream_events:178 | Handoff to: ComfyUI-Copilot
2025-09-10 15:47:29 | INFO     | mcp_client.py:comfyui_agent_invoke:347 | Total tool results: 0
2025-09-10 15:47:29 | INFO     | mcp_client.py:comfyui_agent_invoke:357 | === End Tool Results Summary ===

2025-09-10 15:47:29 | INFO     | conversation_api.py:invoke_chat:191 | -- Received ext data: None, finished: True
2025-09-10 15:47:29 | INFO     | conversation_api.py:invoke_chat:216 | -- Sending final response: 0 chars, ext: False, finished: True
2025-09-10 16:01:34 | INFO     | conversation_api.py:save_workflow_checkpoint:252 | Received save-workflow-checkpoint request
2025-09-10 16:01:37 | INFO     | conversation_api.py:save_workflow_checkpoint:291 | Workflow checkpoint saved with version ID: 24
2025-09-10 16:01:38 | INFO     | conversation_api.py:invoke_chat:104 | Received invoke_chat request
2025-09-10 16:01:38 | INFO     | auth_utils.py:extract_and_store_api_key:27 | ComfyUI Copilot API key extracted and stored: null...
2025-09-10 16:01:38 | INFO     | conversation_api.py:invoke_chat:110 | Request JSON:
2025-09-10 16:01:38 | INFO     | conversation_api.py:invoke_chat:153 | -- Received 37 historical messages
2025-09-10 16:01:38 | INFO     | conversation_api.py:invoke_chat:157 | Using workflow checkpoint ID: 24 for session 3f2be485-46c7-498a-a012-78e75a7b7e2e
2025-09-10 16:01:38 | INFO     | conversation_api.py:invoke_chat:176 | config: {'session_id': '3f2be485-46c7-498a-a012-78e75a7b7e2e', 'workflow_checkpoint_id': 24, 'openai_api_key': '', 'openai_base_url': None, 'model_select': 'gemini-2.5-flash'}
2025-09-10 16:01:42 | INFO     | mcp_client.py:comfyui_agent_invoke:131 | -- Processing 37 messages
2025-09-10 16:01:42 | INFO     | mcp_client.py:comfyui_agent_invoke:138 | === MCP Agent Run starting ===
2025-09-10 16:01:42 | INFO     | mcp_client.py:process_stream_events:178 | Handoff to: ComfyUI-Copilot
2025-09-10 16:01:43 | INFO     | mcp_client.py:comfyui_agent_invoke:347 | Total tool results: 0
2025-09-10 16:01:43 | INFO     | mcp_client.py:comfyui_agent_invoke:357 | === End Tool Results Summary ===

2025-09-10 16:01:43 | INFO     | conversation_api.py:invoke_chat:191 | -- Received ext data: None, finished: True
2025-09-10 16:01:43 | INFO     | conversation_api.py:invoke_chat:216 | -- Sending final response: 0 chars, ext: False, finished: True
2025-09-10 16:04:08 | INFO     | llm_api.py:list_models:36 | Received list_models request
2025-09-10 16:04:17 | INFO     | llm_api.py:list_models:36 | Received list_models request
2025-09-10 16:04:22 | INFO     | llm_api.py:list_models:36 | Received list_models request
2025-09-10 16:22:53 | INFO     | llm_api.py:list_models:36 | Received list_models request
2025-09-10 16:32:27 | INFO     | conversation_api.py:save_workflow_checkpoint:252 | Received save-workflow-checkpoint request
2025-09-10 16:32:28 | INFO     | conversation_api.py:save_workflow_checkpoint:291 | Workflow checkpoint saved with version ID: 25
2025-09-10 16:32:28 | INFO     | conversation_api.py:invoke_chat:104 | Received invoke_chat request
2025-09-10 16:32:28 | INFO     | auth_utils.py:extract_and_store_api_key:27 | ComfyUI Copilot API key extracted and stored: null...
2025-09-10 16:32:28 | INFO     | conversation_api.py:invoke_chat:110 | Request JSON:
2025-09-10 16:32:28 | INFO     | conversation_api.py:invoke_chat:153 | -- Received 39 historical messages
2025-09-10 16:32:28 | INFO     | conversation_api.py:invoke_chat:157 | Using workflow checkpoint ID: 25 for session 3f2be485-46c7-498a-a012-78e75a7b7e2e
2025-09-10 16:32:28 | INFO     | conversation_api.py:invoke_chat:176 | config: {'session_id': '3f2be485-46c7-498a-a012-78e75a7b7e2e', 'workflow_checkpoint_id': 25, 'openai_api_key': '', 'openai_base_url': None, 'model_select': 'gemini-2.5-flash'}
2025-09-10 16:32:30 | INFO     | mcp_client.py:comfyui_agent_invoke:131 | -- Processing 39 messages
2025-09-10 16:32:30 | INFO     | mcp_client.py:comfyui_agent_invoke:138 | === MCP Agent Run starting ===
2025-09-10 16:32:30 | INFO     | mcp_client.py:process_stream_events:178 | Handoff to: ComfyUI-Copilot
2025-09-10 16:32:30 | INFO     | mcp_client.py:comfyui_agent_invoke:347 | Total tool results: 0
2025-09-10 16:32:30 | INFO     | mcp_client.py:comfyui_agent_invoke:357 | === End Tool Results Summary ===

2025-09-10 16:32:30 | INFO     | conversation_api.py:invoke_chat:191 | -- Received ext data: None, finished: True
2025-09-10 16:32:30 | INFO     | conversation_api.py:invoke_chat:216 | -- Sending final response: 0 chars, ext: False, finished: True
2025-09-10 17:53:05 | INFO     | llm_api.py:list_models:36 | Received list_models request
2025-09-10 17:55:35 | INFO     | conversation_api.py:save_workflow_checkpoint:252 | Received save-workflow-checkpoint request
2025-09-10 17:55:35 | INFO     | conversation_api.py:save_workflow_checkpoint:291 | Workflow checkpoint saved with version ID: 26
2025-09-10 17:55:35 | INFO     | conversation_api.py:invoke_debug:380 | Received debug-agent request
2025-09-10 17:55:35 | INFO     | auth_utils.py:extract_and_store_api_key:27 | ComfyUI Copilot API key extracted and stored: a0f8b38e26f4...
2025-09-10 17:55:35 | INFO     | conversation_api.py:invoke_debug:415 | Debug agent config: {'session_id': '0711a802-3967-42d6-a5c6-be3a98022ae3', 'model': 'gemini-2.5-flash', 'openai_api_key': None, 'openai_base_url': 'https://api.openai.com/v1'}
2025-09-10 17:55:35 | INFO     | conversation_api.py:invoke_debug:416 | Session ID: 0711a802-3967-42d6-a5c6-be3a98022ae3
2025-09-10 17:55:35 | INFO     | conversation_api.py:invoke_debug:417 | Workflow nodes: ['3', '4', '5', '6', '7', '8', '9']
2025-09-10 17:55:35 | INFO     | debug_agent.py:debug_workflow_errors:213 | Saving workflow data for session 0711a802-3967-42d6-a5c6-be3a98022ae3
2025-09-10 17:55:35 | INFO     | debug_agent.py:debug_workflow_errors:219 | Workflow saved with version ID: 27
2025-09-10 17:55:35 | INFO     | debug_agent.py:debug_workflow_errors:489 | -- Starting workflow validation process for session 0711a802-3967-42d6-a5c6-be3a98022ae3
2025-09-10 17:55:36 | INFO     | debug_agent.py:debug_workflow_errors:496 | === Debug Coordinator starting ===
2025-09-10 17:55:36 | INFO     | debug_agent.py:debug_workflow_errors:523 | Handoff to: ComfyUI-Debug-Coordinator
2025-09-10 17:55:43 | INFO     | debug_agent.py:debug_workflow_errors:551 | -- Tool called: run_workflow
2025-09-10 17:55:43 | INFO     | debug_agent.py:run_workflow:34 | Run workflow for session 0711a802-3967-42d6-a5c6-be3a98022ae3
2025-09-10 17:55:43 | INFO     | debug_agent.py:run_workflow:49 | {'success': True, 'prompt_id': 'f7bb537e-197e-421c-8dd0-559d9cb22279', 'number': 0, 'node_errors': {}}
2025-09-10 17:55:49 | INFO     | debug_agent.py:debug_workflow_errors:627 | 
=== Debug process complete ===
2025-09-10 17:55:50 | INFO     | debug_agent.py:debug_workflow_errors:645 | Debug completion checkpoint saved with ID: 28
2025-09-10 17:55:50 | INFO     | conversation_api.py:invoke_debug:541 | Debug completion checkpoint saved with ID: 29
2025-09-10 17:55:50 | INFO     | conversation_api.py:invoke_debug:546 | Debug agent processing complete
2025-09-10 17:55:50 | INFO     | conversation_api.py:update_workflow_ui:572 | Received update-workflow-ui request
2025-09-10 17:55:50 | INFO     | conversation_api.py:update_workflow_ui:597 | Successfully updated workflow_data_ui for checkpoint ID: 28
2025-09-10 17:55:57 | INFO     | conversation_api.py:restore_workflow_checkpoint:325 | Received restore-workflow-checkpoint request
2025-09-10 17:55:57 | INFO     | conversation_api.py:restore_workflow_checkpoint:353 | Restored workflow checkpoint version ID: 28
2025-09-10 17:58:48 | INFO     | llm_api.py:list_models:36 | Received list_models request
2025-09-10 17:58:57 | INFO     | conversation_api.py:update_workflow_ui:572 | Received update-workflow-ui request
2025-09-10 17:58:59 | INFO     | conversation_api.py:update_workflow_ui:597 | Successfully updated workflow_data_ui for checkpoint ID: 28
2025-09-10 17:58:59 | INFO     | conversation_api.py:update_workflow_ui:572 | Received update-workflow-ui request
2025-09-10 17:58:59 | INFO     | conversation_api.py:update_workflow_ui:597 | Successfully updated workflow_data_ui for checkpoint ID: 28
2025-09-10 17:58:59 | INFO     | conversation_api.py:update_workflow_ui:572 | Received update-workflow-ui request
2025-09-10 17:58:59 | INFO     | conversation_api.py:update_workflow_ui:597 | Successfully updated workflow_data_ui for checkpoint ID: 28
2025-09-10 17:58:59 | INFO     | conversation_api.py:update_workflow_ui:572 | Received update-workflow-ui request
2025-09-10 17:58:59 | INFO     | conversation_api.py:update_workflow_ui:597 | Successfully updated workflow_data_ui for checkpoint ID: 28
2025-09-10 18:09:03 | INFO     | llm_api.py:list_models:36 | Received list_models request
2025-09-10 18:09:05 | INFO     | conversation_api.py:update_workflow_ui:572 | Received update-workflow-ui request
2025-09-10 18:09:07 | INFO     | conversation_api.py:update_workflow_ui:597 | Successfully updated workflow_data_ui for checkpoint ID: 28
2025-09-10 18:09:07 | INFO     | conversation_api.py:update_workflow_ui:572 | Received update-workflow-ui request
2025-09-10 18:09:07 | INFO     | conversation_api.py:update_workflow_ui:597 | Successfully updated workflow_data_ui for checkpoint ID: 28
2025-09-10 18:09:07 | INFO     | conversation_api.py:update_workflow_ui:572 | Received update-workflow-ui request
2025-09-10 18:09:07 | INFO     | conversation_api.py:update_workflow_ui:597 | Successfully updated workflow_data_ui for checkpoint ID: 28
2025-09-10 18:10:05 | INFO     | conversation_api.py:save_workflow_checkpoint:252 | Received save-workflow-checkpoint request
2025-09-10 18:10:05 | INFO     | conversation_api.py:save_workflow_checkpoint:291 | Workflow checkpoint saved with version ID: 30
2025-09-10 18:10:05 | INFO     | conversation_api.py:invoke_chat:104 | Received invoke_chat request
2025-09-10 18:10:05 | INFO     | auth_utils.py:extract_and_store_api_key:27 | ComfyUI Copilot API key extracted and stored: a0f8b38e26f4...
2025-09-10 18:10:05 | INFO     | conversation_api.py:invoke_chat:110 | Request JSON:
2025-09-10 18:10:05 | INFO     | conversation_api.py:invoke_chat:153 | -- Received 3 historical messages
2025-09-10 18:10:05 | INFO     | conversation_api.py:invoke_chat:157 | Using workflow checkpoint ID: 30 for session 0711a802-3967-42d6-a5c6-be3a98022ae3
2025-09-10 18:10:05 | INFO     | conversation_api.py:invoke_chat:176 | config: {'session_id': '0711a802-3967-42d6-a5c6-be3a98022ae3', 'workflow_checkpoint_id': 30, 'openai_api_key': '', 'openai_base_url': None, 'model_select': 'gemini-2.5-flash'}
2025-09-10 18:10:29 | INFO     | mcp_client.py:comfyui_agent_invoke:131 | -- Processing 3 messages
2025-09-10 18:10:30 | INFO     | mcp_client.py:comfyui_agent_invoke:138 | === MCP Agent Run starting ===
2025-09-10 18:10:30 | INFO     | mcp_client.py:process_stream_events:178 | Handoff to: ComfyUI-Copilot
2025-09-10 18:10:38 | INFO     | mcp_client.py:process_stream_events:201 | -- Tool 'recall_workflow' was called
2025-09-10 18:11:27 | INFO     | mcp_client.py:process_stream_events:214 | -- Associating output with tool 'recall_workflow'
2025-09-10 18:11:27 | INFO     | mcp_client.py:process_stream_events:248 | -- Workflow tool 'recall_workflow' produced result with data: 3
2025-09-10 18:11:31 | INFO     | mcp_client.py:process_stream_events:201 | -- Tool 'gen_workflow' was called
2025-09-10 18:12:14 | INFO     | mcp_client.py:process_stream_events:207 | -- Tool output: {"type":"text","text":"{\"answer\":\"Successfully generated a custom workflow: AI Generated Workflow\\n\\nAI has generated a personalized workflow solution for you. If you have any questions about the workflow, feel free to ask.\",\"data\":[{\"id\":35420,\"name\":\"AI Generated Workflow\",\"description\":\"Build a workflow to generate an image of a dog using the \\\"v1-5-pruned-emaonly\\\" checkpoint model.\",\"image\":\"https://ppc-img.oss-ap-southeast-1.aliyuncs.com/AI_workflow_default.jpg\",\"unique_id\":\"2f4b19d788a1e22c6e0af232cd9929df\",\"score\":null,\"source\":\"AI Generated\"}],\"ext\":[{\"type\":\"workflow\",\"data\":[{\"id\":35420,\"name\":\"AI Generated Workflow\",\"description\":\"Build a workflow to generate an image of a dog using the \\\"v1-5-pruned-emaonly\\\" checkpoint model.\",\"image\":\"https://ppc-img.oss-ap-southeast-1.aliyuncs.com/AI_workflow_default.jpg\",\"unique_id\":\"2f4b19d788a1e22c6e0af232cd9929df\",\"score\":null,\"source\":\"AI Generated\"}]}],\"instruction\":\"Build a workflow to generate an image of a dog using the \\\"v1-5-pruned-emaonly\\\" checkpoint model.\",\"keywords\":[\"dog\",\"image generation\",\"v1-5-pruned-emaonly\",\"checkpoint\"],\"source\":\"generated\"}","annotations":null,"meta":null}
2025-09-10 18:12:14 | INFO     | mcp_client.py:process_stream_events:214 | -- Associating output with tool 'gen_workflow'
2025-09-10 18:12:14 | INFO     | mcp_client.py:process_stream_events:244 | -- Stored result for tool 'gen_workflow': data=1, ext=[{'type': 'workflow', 'data': [{'id': 35420, 'name': 'AI Generated Workflow', 'description': 'Build a workflow to generate an image of a dog using the "v1-5-pruned-emaonly" checkpoint model.', 'image': 'https://ppc-img.oss-ap-southeast-1.aliyuncs.com/AI_workflow_default.jpg', 'unique_id': '2f4b19d788a1e22c6e0af232cd9929df', 'score': None, 'source': 'AI Generated'}]}]
2025-09-10 18:12:14 | INFO     | mcp_client.py:process_stream_events:248 | -- Workflow tool 'gen_workflow' produced result with data: 1
2025-09-10 18:12:21 | INFO     | mcp_client.py:comfyui_agent_invoke:347 | Total tool results: 2
2025-09-10 18:12:21 | INFO     | mcp_client.py:comfyui_agent_invoke:350 | Tool: recall_workflow
2025-09-10 18:12:21 | INFO     | mcp_client.py:comfyui_agent_invoke:351 |   - Has data: True
2025-09-10 18:12:21 | INFO     | mcp_client.py:comfyui_agent_invoke:352 |   - Data length: 3
2025-09-10 18:12:21 | INFO     | mcp_client.py:comfyui_agent_invoke:353 |   - Has ext: True
2025-09-10 18:12:21 | INFO     | mcp_client.py:comfyui_agent_invoke:355 |   - Ext types: ['workflow']
2025-09-10 18:12:22 | INFO     | mcp_client.py:comfyui_agent_invoke:350 | Tool: gen_workflow
2025-09-10 18:12:22 | INFO     | mcp_client.py:comfyui_agent_invoke:351 |   - Has data: True
2025-09-10 18:12:22 | INFO     | mcp_client.py:comfyui_agent_invoke:352 |   - Data length: 1
2025-09-10 18:12:22 | INFO     | mcp_client.py:comfyui_agent_invoke:353 |   - Has ext: True
2025-09-10 18:12:22 | INFO     | mcp_client.py:comfyui_agent_invoke:355 |   - Ext types: ['workflow']
2025-09-10 18:12:22 | INFO     | mcp_client.py:comfyui_agent_invoke:356 |   - Answer preview: Successfully generated a custom workflow: AI Generated Workflow

AI has generated a personalized wor...
2025-09-10 18:12:22 | INFO     | mcp_client.py:comfyui_agent_invoke:357 | === End Tool Results Summary ===

2025-09-10 18:12:22 | INFO     | mcp_client.py:comfyui_agent_invoke:364 | Workflow tools called: ['recall_workflow', 'gen_workflow']
2025-09-10 18:12:22 | INFO     | mcp_client.py:comfyui_agent_invoke:368 | Both recall_workflow and gen_workflow were called, merging results
2025-09-10 18:12:22 | INFO     | mcp_client.py:comfyui_agent_invoke:375 | recall_workflow succeeded with 3 workflows
2025-09-10 18:12:22 | INFO     | mcp_client.py:comfyui_agent_invoke:376 |   - Workflow IDs: [3769, 3967, 26828]
2025-09-10 18:12:22 | INFO     | mcp_client.py:comfyui_agent_invoke:383 | gen_workflow succeeded with 1 workflows
2025-09-10 18:12:22 | INFO     | mcp_client.py:comfyui_agent_invoke:384 |   - Workflow IDs: [35420]
2025-09-10 18:12:22 | INFO     | mcp_client.py:comfyui_agent_invoke:397 |   - Added unique workflow: 35420 - AI Generated Workflow
2025-09-10 18:12:22 | INFO     | mcp_client.py:comfyui_agent_invoke:397 |   - Added unique workflow: 26828 - api-i2i_sdxl_revision_text_prompts
2025-09-10 18:12:22 | INFO     | mcp_client.py:comfyui_agent_invoke:405 | Total workflows before deduplication: 4
2025-09-10 18:12:22 | INFO     | mcp_client.py:comfyui_agent_invoke:406 | Total workflows after deduplication: 4
2025-09-10 18:12:22 | INFO     | mcp_client.py:comfyui_agent_invoke:414 | Returning 4 workflows from successful tools
2025-09-10 18:12:23 | INFO     | conversation_api.py:invoke_chat:216 | -- Sending final response: 2419 chars, ext: True, finished: True
2025-09-10 18:27:38 | INFO     | llm_api.py:list_models:36 | Received list_models request
2025-09-10 18:27:39 | INFO     | conversation_api.py:update_workflow_ui:572 | Received update-workflow-ui request
2025-09-10 18:27:39 | INFO     | conversation_api.py:update_workflow_ui:597 | Successfully updated workflow_data_ui for checkpoint ID: 28
